Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
,,2.0,2.0,4.0,3.0,8.0,0.0,5.0,4622.0,1.0,56.0,0.0,0.0,0.0,236.0,19.0,2004.0,38.0,1.0,2.0,5.0,19.0,50055.0
,,1.0,3.0,4.0,6.0,1.0,3.0,4.0,5712.0,1.0,27.0,0.0,0.0,0.0,267.0,21.0,,22.0,0.0,2.0,5.0,15.0,28087.0
,,1.0,3.0,3.0,1.0,5.0,0.0,2.0,4256.0,2.0,67.0,0.0,0.0,1.0,113.0,34.0,1999.0,17.0,1.0,2.0,5.0,21.0,22077.0
,,2.0,1.0,2.0,6.0,5.0,1.0,2.0,4611.0,1.0,30.0,0.0,0.0,1.0,175.0,28.0,,11.0,1.0,3.0,5.0,6.0,13122.0
,,1.0,1.0,2.0,5.0,3.0,0.0,3.0,5637.0,1.0,30.0,0.0,0.0,0.0,85.0,32.0,,9.0,0.0,1.0,6.0,14.0,12142.0
,,1.0,1.0,2.0,5.0,0.0,1.0,5.0,4090.0,1.0,20.0,0.0,0.0,1.0,206.0,39.0,,7.0,0.0,5.0,1.0,24.0,9110.0
,,2.0,3.0,4.0,1.0,5.0,0.0,6.0,4518.0,1.0,56.0,0.0,0.0,1.0,158.0,24.0,2015.0,21.0,1.0,1.0,6.0,30.0,31076.0
,,1.0,2.0,4.0,2.0,0.0,1.0,4.0,4898.0,1.0,25.0,0.0,0.0,1.0,106.0,38.0,,13.0,0.0,3.0,3.0,1.0,15109.0
,,1.0,1.0,2.0,6.0,8.0,2.0,2.0,6269.0,1.0,57.0,0.0,0.0,1.0,258.0,34.0,2019.0,14.0,0.0,1.0,3.0,29.0,18135.0
,,1.0,3.0,2.0,6.0,3.0,2.0,1.0,5343.0,1.0,33.0,0.0,0.0,1.0,218.0,33.0,,14.0,0.0,5.0,3.0,13.0,17100.0
,,1.0,2.0,4.0,3.0,4.0,0.0,2.0,4601.0,2.0,45.0,0.0,0.0,0.0,231.0,37.0,2009.0,15.0,1.0,1.0,3.0,27.0,22062.0
,,1.0,1.0,2.0,5.0,1.0,1.0,3.0,4130.0,1.0,49.0,0.0,0.0,0.0,120.0,23.0,,6.0,0.0,5.0,3.0,24.0,8105.0
,,1.0,2.0,2.0,3.0,2.0,0.0,4.0,5490.0,2.0,39.0,0.0,0.0,1.0,100.0,29.0,,22.0,0.0,5.0,6.0,27.0,28084.0
,,1.0,1.0,2.0,5.0,3.0,2.0,2.0,6452.0,1.0,39.0,0.0,0.0,0.0,127.0,22.0,,20.0,0.0,4.0,4.0,24.0,23108.0
,,1.0,3.0,4.0,1.0,6.0,0.0,2.0,5439.0,1.0,52.0,0.0,0.0,0.0,241.0,36.0,1999.0,16.0,1.0,4.0,5.0,21.0,18144.0
,,1.0,3.0,4.0,6.0,3.0,0.0,3.0,4328.0,2.0,68.0,0.0,0.0,0.0,109.0,31.0,2016.0,14.0,0.0,3.0,6.0,15.0,18079.0
,,1.0,2.0,4.0,3.0,0.0,0.0,6.0,5085.0,1.0,61.0,0.0,0.0,1.0,76.0,29.0,,23.0,0.0,4.0,4.0,27.0,28105.0
,,2.0,2.0,4.0,3.0,5.0,2.0,3.0,5215.0,1.0,58.0,0.0,0.0,1.0,137.0,32.0,2000.0,14.0,0.0,1.0,6.0,27.0,17100.0
,,1.0,2.0,2.0,4.0,3.0,3.0,4.0,4179.0,2.0,19.0,0.0,0.0,0.0,267.0,15.0,,5.0,0.0,4.0,4.0,26.0,6129.0
,,1.0,3.0,3.0,6.0,2.0,5.0,3.0,6334.0,1.0,32.0,0.0,0.0,1.0,92.0,31.0,,4.0,0.0,5.0,1.0,15.0,6094.0
,,1.0,1.0,4.0,6.0,4.0,0.0,2.0,5305.0,1.0,68.0,0.0,0.0,1.0,149.0,38.0,,4.0,0.0,4.0,1.0,23.0,5110.0
,,2.0,3.0,2.0,6.0,0.0,0.0,3.0,4862.0,1.0,64.0,0.0,0.0,1.0,176.0,26.0,,20.0,0.0,5.0,5.0,8.0,26138.0
,,1.0,1.0,2.0,6.0,7.0,3.0,3.0,4322.0,2.0,47.0,0.0,0.0,1.0,114.0,27.0,,11.0,0.0,1.0,3.0,6.0,14149.0
,,1.0,1.0,2.0,6.0,2.0,1.0,2.0,3496.0,1.0,43.0,0.0,0.0,1.0,142.0,28.0,,15.0,0.0,1.0,4.0,6.0,19077.0
,,1.0,2.0,3.0,2.0,6.0,0.0,2.0,3547.0,1.0,47.0,1.0,0.0,1.0,69.0,33.0,2012.0,20.0,1.0,2.0,6.0,32.0,28094.0
,,1.0,1.0,2.0,5.0,5.0,0.0,2.0,6216.0,2.0,33.0,0.0,0.0,0.0,161.0,18.0,2008.0,17.0,1.0,2.0,6.0,17.0,22123.0
,,1.0,2.0,4.0,3.0,0.0,0.0,5.0,4927.0,1.0,61.0,0.0,0.0,1.0,124.0,28.0,,11.0,0.0,3.0,2.0,19.0,13140.0
,,1.0,3.0,2.0,1.0,6.0,4.0,2.0,5251.0,1.0,65.0,1.0,0.0,1.0,198.0,33.0,2018.0,8.0,1.0,5.0,2.0,31.0,11092.0
,,1.0,2.0,3.0,3.0,0.0,0.0,2.0,3619.0,2.0,23.0,0.0,0.0,0.0,100.0,18.0,,0.0,0.0,6.0,0.0,19.0,6087.0
,,1.0,1.0,2.0,6.0,5.0,0.0,2.0,5576.0,2.0,51.0,1.0,0.0,1.0,182.0,24.0,2012.0,20.0,0.0,3.0,2.0,23.0,23101.0
,,1.0,1.0,2.0,5.0,4.0,1.0,3.0,4612.0,1.0,46.0,1.0,1.0,1.0,172.0,29.0,1998.0,32.0,0.0,3.0,5.0,17.0,39146.0
,,1.0,3.0,3.0,1.0,4.0,0.0,3.0,5084.0,1.0,51.0,1.0,0.0,1.0,121.0,55.0,2018.0,6.0,1.0,2.0,2.0,21.0,8067.0
,,1.0,3.0,4.0,6.0,1.0,3.0,4.0,6720.0,2.0,65.0,0.0,0.0,0.0,255.0,29.0,,13.0,0.0,4.0,2.0,9.0,15092.0
,,1.0,2.0,2.0,4.0,1.0,0.0,3.0,5610.0,1.0,22.0,0.0,0.0,1.0,177.0,34.0,,19.0,0.0,3.0,2.0,26.0,22095.0
,,1.0,3.0,4.0,1.0,1.0,0.0,4.0,4665.0,2.0,50.0,0.0,0.0,1.0,110.0,33.0,,21.0,0.0,1.0,4.0,3.0,30076.0
,,1.0,1.0,2.0,6.0,4.0,0.0,3.0,3890.0,1.0,32.0,0.0,0.0,0.0,213.0,28.0,2020.0,4.0,1.0,5.0,2.0,6.0,5132.0
,,1.0,1.0,4.0,6.0,1.0,0.0,4.0,6424.0,1.0,18.0,0.0,0.0,0.0,112.0,36.0,,19.0,0.0,3.0,2.0,23.0,21095.0
,,1.0,2.0,3.0,2.0,7.0,5.0,2.0,4537.0,1.0,29.0,0.0,0.0,1.0,225.0,20.0,,4.0,0.0,3.0,5.0,32.0,5056.0
,,1.0,2.0,3.0,3.0,7.0,1.0,2.0,4023.0,2.0,32.0,0.0,1.0,1.0,73.0,26.0,2021.0,6.0,0.0,3.0,1.0,19.0,7072.0
,,1.0,1.0,2.0,6.0,8.0,0.0,3.0,4604.0,2.0,31.0,0.0,1.0,1.0,220.0,,2022.0,0.0,0.0,6.0,0.0,28.0,5089.0
,,1.0,2.0,4.0,3.0,8.0,0.0,4.0,4389.0,1.0,64.0,0.0,0.0,1.0,238.0,37.0,2016.0,15.0,0.0,4.0,5.0,27.0,17128.0
,,1.0,3.0,2.0,6.0,1.0,0.0,2.0,4117.0,2.0,47.0,0.0,0.0,0.0,249.0,17.0,,0.0,0.0,6.0,0.0,15.0,4140.0
,,1.0,3.0,2.0,6.0,7.0,0.0,2.0,4927.0,2.0,24.0,0.0,0.0,1.0,236.0,24.0,2013.0,15.0,0.0,3.0,1.0,13.0,19094.0
,,1.0,2.0,4.0,4.0,3.0,0.0,2.0,4336.0,2.0,30.0,0.0,0.0,0.0,115.0,25.0,2001.0,33.0,1.0,2.0,3.0,26.0,46077.0
,,2.0,3.0,4.0,1.0,0.0,1.0,5.0,4959.0,2.0,16.0,0.0,0.0,1.0,148.0,26.0,,20.0,0.0,5.0,4.0,21.0,25130.0
,,1.0,2.0,3.0,2.0,6.0,0.0,3.0,4464.0,2.0,21.0,0.0,0.0,1.0,157.0,35.0,1998.0,24.0,1.0,3.0,5.0,32.0,28149.0
,,1.0,2.0,3.0,2.0,3.0,2.0,2.0,6482.0,2.0,37.0,0.0,0.0,1.0,127.0,33.0,2011.0,18.0,0.0,3.0,5.0,32.0,21118.0
,,1.0,2.0,4.0,3.0,8.0,1.0,2.0,4555.0,1.0,23.0,0.0,0.0,1.0,199.0,27.0,,24.0,0.0,4.0,6.0,19.0,28077.0
,,1.0,2.0,2.0,3.0,6.0,4.0,3.0,5202.0,1.0,53.0,0.0,0.0,1.0,215.0,32.0,2014.0,10.0,0.0,3.0,4.0,27.0,11149.0
,,1.0,2.0,4.0,4.0,8.0,0.0,5.0,6410.0,2.0,35.0,0.0,0.0,0.0,241.0,19.0,2008.0,14.0,0.0,3.0,6.0,11.0,16123.0
,,1.0,3.0,2.0,1.0,8.0,0.0,3.0,3795.0,2.0,42.0,1.0,0.0,1.0,118.0,38.0,2008.0,15.0,0.0,3.0,6.0,3.0,17098.0
,,1.0,1.0,2.0,6.0,0.0,0.0,4.0,6117.0,2.0,40.0,0.0,0.0,1.0,207.0,40.0,,24.0,0.0,2.0,6.0,6.0,30116.0
,,1.0,1.0,2.0,6.0,0.0,1.0,3.0,3930.0,2.0,30.0,0.0,0.0,1.0,252.0,32.0,,16.0,0.0,5.0,2.0,23.0,21116.0
,,1.0,1.0,2.0,6.0,5.0,1.0,3.0,4131.0,2.0,64.0,0.0,0.0,0.0,94.0,23.0,2008.0,14.0,0.0,5.0,3.0,28.0,18114.0
,,2.0,1.0,4.0,5.0,0.0,0.0,3.0,4802.0,2.0,16.0,0.0,0.0,1.0,135.0,32.0,,36.0,0.0,4.0,2.0,10.0,44084.0
,,1.0,2.0,3.0,2.0,0.0,0.0,2.0,4994.0,1.0,29.0,0.0,0.0,1.0,187.0,30.0,,19.0,0.0,1.0,3.0,12.0,23130.0
,,1.0,1.0,2.0,6.0,1.0,1.0,3.0,4450.0,2.0,53.0,0.0,0.0,0.0,231.0,19.0,,22.0,0.0,1.0,4.0,28.0,29146.0
,,1.0,1.0,3.0,5.0,4.0,0.0,2.0,4053.0,2.0,21.0,0.0,1.0,0.0,89.0,28.0,2001.0,35.0,0.0,3.0,4.0,14.0,44061.0
,,1.0,1.0,2.0,6.0,3.0,1.0,3.0,4725.0,2.0,64.0,0.0,0.0,1.0,104.0,23.0,,17.0,0.0,4.0,2.0,23.0,19147.0
,,1.0,1.0,2.0,5.0,7.0,0.0,3.0,4358.0,2.0,29.0,0.0,0.0,1.0,192.0,45.0,2010.0,20.0,0.0,3.0,6.0,25.0,23140.0
,,1.0,2.0,4.0,2.0,3.0,0.0,4.0,5015.0,1.0,62.0,0.0,0.0,1.0,157.0,26.0,,7.0,1.0,3.0,1.0,12.0,9127.0
,,1.0,1.0,3.0,5.0,4.0,0.0,3.0,5544.0,1.0,62.0,0.0,0.0,0.0,80.0,27.0,2019.0,7.0,0.0,5.0,1.0,14.0,10140.0
,,1.0,2.0,3.0,2.0,0.0,3.0,5.0,4318.0,2.0,44.0,0.0,0.0,0.0,262.0,29.0,,24.0,0.0,1.0,5.0,32.0,30135.0
,,1.0,3.0,3.0,6.0,0.0,0.0,4.0,4706.0,1.0,70.0,1.0,0.0,1.0,110.0,44.0,,23.0,0.0,2.0,2.0,2.0,32119.0
,,1.0,3.0,2.0,1.0,4.0,2.0,3.0,5142.0,1.0,46.0,0.0,0.0,0.0,115.0,32.0,,4.0,0.0,1.0,2.0,21.0,6085.0
,,1.0,2.0,4.0,4.0,0.0,1.0,4.0,5643.0,2.0,20.0,0.0,0.0,0.0,230.0,21.0,,21.0,0.0,3.0,6.0,11.0,25061.0
,,1.0,2.0,3.0,3.0,2.0,0.0,4.0,3531.0,2.0,16.0,0.0,0.0,1.0,249.0,25.0,,20.0,0.0,2.0,4.0,27.0,25072.0
,,1.0,1.0,2.0,6.0,3.0,1.0,2.0,3510.0,2.0,21.0,0.0,0.0,0.0,269.0,46.0,2007.0,19.0,1.0,2.0,2.0,6.0,25103.0
,,1.0,2.0,3.0,2.0,0.0,1.0,3.0,3853.0,2.0,24.0,0.0,0.0,0.0,59.0,29.0,,12.0,0.0,1.0,2.0,32.0,15103.0
,,2.0,1.0,2.0,6.0,1.0,0.0,2.0,5764.0,1.0,18.0,0.0,0.0,1.0,158.0,37.0,,34.0,0.0,5.0,5.0,6.0,44140.0
,,1.0,1.0,2.0,6.0,0.0,1.0,4.0,5149.0,1.0,33.0,0.0,0.0,1.0,141.0,35.0,,0.0,0.0,6.0,0.0,28.0,2133.0
,,1.0,2.0,4.0,4.0,4.0,1.0,3.0,5028.0,2.0,38.0,0.0,0.0,1.0,79.0,33.0,2020.0,5.0,0.0,4.0,2.0,11.0,6098.0
,,1.0,2.0,2.0,4.0,1.0,0.0,2.0,8367.0,2.0,40.0,0.0,0.0,1.0,269.0,30.0,,7.0,0.0,5.0,3.0,26.0,9128.0
,,1.0,2.0,3.0,2.0,0.0,1.0,2.0,4690.0,1.0,46.0,0.0,0.0,1.0,78.0,26.0,,27.0,0.0,1.0,2.0,32.0,34127.0
,,1.0,1.0,4.0,5.0,4.0,4.0,6.0,4709.0,1.0,30.0,0.0,0.0,1.0,255.0,25.0,2004.0,28.0,0.0,3.0,5.0,10.0,34067.0
,,1.0,1.0,2.0,6.0,2.0,0.0,4.0,4160.0,2.0,65.0,0.0,0.0,0.0,250.0,24.0,,33.0,0.0,5.0,3.0,6.0,45064.0
,,1.0,1.0,4.0,6.0,3.0,1.0,2.0,4985.0,1.0,51.0,0.0,0.0,1.0,117.0,24.0,2015.0,12.0,0.0,4.0,3.0,6.0,15098.0
,,2.0,1.0,2.0,6.0,5.0,3.0,4.0,4631.0,2.0,38.0,0.0,0.0,0.0,130.0,20.0,,9.0,1.0,3.0,4.0,28.0,11115.0
,,1.0,2.0,2.0,4.0,2.0,0.0,5.0,3331.0,1.0,27.0,0.0,0.0,1.0,186.0,43.0,,4.0,0.0,4.0,2.0,26.0,5072.0
,,1.0,2.0,4.0,2.0,3.0,0.0,2.0,5074.0,2.0,59.0,0.0,0.0,1.0,256.0,41.0,2007.0,15.0,0.0,3.0,5.0,12.0,19126.0
,,1.0,3.0,4.0,1.0,5.0,0.0,4.0,4073.0,2.0,31.0,1.0,0.0,1.0,167.0,,2009.0,19.0,0.0,1.0,4.0,3.0,24150.0
,,1.0,1.0,4.0,6.0,5.0,1.0,4.0,4155.0,1.0,69.0,0.0,0.0,1.0,114.0,38.0,2012.0,12.0,1.0,1.0,5.0,6.0,16146.0
,,1.0,1.0,2.0,6.0,1.0,3.0,3.0,4766.0,1.0,65.0,0.0,0.0,1.0,174.0,26.0,,25.0,0.0,5.0,4.0,23.0,32082.0
,,1.0,1.0,2.0,5.0,7.0,2.0,2.0,5761.0,2.0,70.0,0.0,0.0,0.0,214.0,20.0,,14.0,0.0,1.0,3.0,24.0,17138.0
,,1.0,1.0,3.0,6.0,2.0,0.0,2.0,6050.0,1.0,39.0,0.0,0.0,1.0,207.0,34.0,,7.0,1.0,5.0,3.0,23.0,10132.0
,,1.0,2.0,2.0,3.0,8.0,1.0,4.0,4922.0,1.0,38.0,0.0,0.0,1.0,156.0,35.0,,8.0,0.0,1.0,5.0,27.0,11128.0
,,1.0,1.0,2.0,5.0,7.0,2.0,2.0,5330.0,2.0,40.0,0.0,0.0,0.0,228.0,25.0,,0.0,0.0,6.0,0.0,5.0,3135.0
,,1.0,2.0,2.0,2.0,3.0,1.0,2.0,4369.0,2.0,49.0,0.0,0.0,0.0,231.0,30.0,2014.0,8.0,1.0,2.0,4.0,22.0,11083.0
,,2.0,2.0,4.0,3.0,4.0,1.0,3.0,4028.0,1.0,64.0,0.0,0.0,1.0,168.0,25.0,2009.0,18.0,0.0,1.0,3.0,19.0,24094.0
,,1.0,1.0,2.0,6.0,2.0,1.0,3.0,2731.0,2.0,22.0,0.0,0.0,1.0,89.0,36.0,,23.0,0.0,5.0,2.0,23.0,28105.0
,,1.0,1.0,2.0,5.0,7.0,1.0,2.0,4161.0,2.0,42.0,0.0,0.0,1.0,199.0,38.0,,9.0,0.0,1.0,1.0,17.0,12137.0
,,1.0,3.0,4.0,1.0,7.0,0.0,3.0,6288.0,1.0,66.0,0.0,0.0,0.0,139.0,21.0,2005.0,22.0,1.0,2.0,2.0,30.0,31070.0
,,1.0,3.0,3.0,1.0,8.0,0.0,2.0,4147.0,1.0,25.0,0.0,0.0,0.0,252.0,21.0,2021.0,4.0,0.0,4.0,2.0,31.0,5079.0
,,1.0,1.0,2.0,5.0,1.0,1.0,3.0,4687.0,1.0,37.0,0.0,0.0,1.0,63.0,30.0,,19.0,0.0,1.0,6.0,25.0,25088.0
,,2.0,1.0,4.0,5.0,6.0,0.0,5.0,4080.0,1.0,46.0,0.0,0.0,0.0,132.0,25.0,2012.0,20.0,0.0,4.0,3.0,14.0,23138.0
,,1.0,2.0,4.0,3.0,5.0,1.0,4.0,5095.0,1.0,39.0,0.0,0.0,1.0,93.0,32.0,2019.0,6.0,0.0,3.0,2.0,27.0,7104.0
,,1.0,3.0,3.0,6.0,0.0,4.0,2.0,4671.0,1.0,62.0,0.0,0.0,1.0,198.0,22.0,,0.0,0.0,6.0,0.0,9.0,3120.0
,,1.0,2.0,4.0,4.0,1.0,2.0,5.0,6109.0,2.0,39.0,0.0,0.0,1.0,249.0,29.0,,4.0,0.0,4.0,2.0,26.0,5093.0
,,1.0,2.0,3.0,2.0,5.0,0.0,2.0,4131.0,1.0,64.0,0.0,0.0,0.0,186.0,23.0,2018.0,6.0,0.0,3.0,6.0,1.0,7114.0
,,1.0,2.0,2.0,3.0,5.0,0.0,2.0,4294.0,1.0,20.0,0.0,0.0,1.0,64.0,33.0,2007.0,27.0,0.0,1.0,4.0,27.0,37136.0
,,1.0,2.0,4.0,4.0,1.0,0.0,2.0,6928.0,2.0,49.0,0.0,0.0,0.0,239.0,21.0,,26.0,0.0,4.0,6.0,11.0,30087.0
,,1.0,1.0,3.0,5.0,2.0,0.0,2.0,3297.0,2.0,46.0,0.0,0.0,0.0,78.0,22.0,,9.0,0.0,2.0,5.0,10.0,13074.0
,,1.0,3.0,3.0,1.0,8.0,0.0,2.0,5530.0,1.0,34.0,0.0,0.0,1.0,238.0,24.0,2005.0,28.0,1.0,2.0,6.0,3.0,39131.0
,,1.0,2.0,2.0,4.0,5.0,1.0,3.0,5089.0,1.0,57.0,0.0,0.0,0.0,116.0,27.0,2013.0,12.0,0.0,5.0,6.0,26.0,16094.0
,,2.0,3.0,1.0,1.0,4.0,0.0,4.0,4586.0,1.0,65.0,0.0,0.0,1.0,250.0,31.0,2019.0,13.0,0.0,4.0,2.0,16.0,16074.0
,,1.0,1.0,2.0,6.0,8.0,0.0,4.0,4783.0,2.0,59.0,1.0,0.0,1.0,117.0,,2012.0,19.0,0.0,3.0,2.0,28.0,22113.0
,,1.0,1.0,2.0,6.0,5.0,0.0,3.0,4558.0,1.0,44.0,0.0,0.0,1.0,105.0,27.0,2000.0,25.0,0.0,1.0,4.0,29.0,34096.0
,,1.0,1.0,3.0,5.0,7.0,3.0,3.0,5152.0,1.0,46.0,0.0,0.0,1.0,232.0,37.0,,22.0,0.0,3.0,2.0,14.0,26107.0
,,1.0,3.0,3.0,1.0,1.0,0.0,2.0,6116.0,2.0,16.0,0.0,0.0,0.0,104.0,25.0,,6.0,0.0,5.0,1.0,21.0,7123.0
,,1.0,1.0,3.0,5.0,3.0,2.0,1.0,4232.0,1.0,23.0,0.0,0.0,1.0,78.0,21.0,1999.0,23.0,0.0,1.0,2.0,14.0,30128.0
,,1.0,2.0,2.0,4.0,1.0,0.0,2.0,5578.0,1.0,19.0,0.0,0.0,1.0,154.0,32.0,,13.0,0.0,3.0,4.0,26.0,17130.0
,,1.0,1.0,3.0,5.0,4.0,0.0,2.0,5470.0,1.0,23.0,0.0,1.0,1.0,264.0,32.0,2015.0,9.0,0.0,5.0,2.0,10.0,12070.0
,,1.0,1.0,2.0,6.0,4.0,0.0,3.0,4534.0,2.0,52.0,0.0,0.0,0.0,257.0,21.0,2002.0,29.0,0.0,1.0,6.0,28.0,39102.0
,,1.0,1.0,4.0,5.0,5.0,1.0,4.0,4627.0,2.0,49.0,0.0,0.0,0.0,167.0,17.0,2006.0,22.0,1.0,2.0,4.0,25.0,30092.0
,,1.0,2.0,3.0,2.0,0.0,0.0,2.0,4353.0,1.0,18.0,0.0,0.0,1.0,191.0,25.0,,24.0,0.0,3.0,5.0,1.0,27137.0
,,1.0,2.0,4.0,4.0,0.0,1.0,4.0,4454.0,2.0,15.0,0.0,0.0,0.0,244.0,42.0,,31.0,0.0,2.0,6.0,26.0,41110.0
,,1.0,1.0,2.0,5.0,6.0,1.0,4.0,4551.0,1.0,32.0,0.0,0.0,1.0,232.0,27.0,2017.0,9.0,1.0,1.0,3.0,25.0,13078.0
,,1.0,1.0,2.0,5.0,5.0,0.0,2.0,6821.0,2.0,64.0,0.0,0.0,0.0,100.0,25.0,2016.0,10.0,1.0,3.0,2.0,17.0,14058.0
,,1.0,3.0,4.0,6.0,0.0,5.0,3.0,4976.0,2.0,48.0,0.0,0.0,0.0,254.0,43.0,,16.0,0.0,4.0,2.0,2.0,18126.0
,,1.0,1.0,2.0,5.0,7.0,0.0,3.0,5828.0,1.0,40.0,0.0,0.0,1.0,105.0,28.0,1999.0,26.0,1.0,1.0,3.0,25.0,33067.0
,,1.0,1.0,2.0,6.0,4.0,0.0,4.0,4440.0,1.0,29.0,0.0,0.0,1.0,114.0,28.0,1999.0,31.0,1.0,3.0,3.0,6.0,38075.0
,,1.0,2.0,4.0,4.0,4.0,0.0,4.0,5045.0,2.0,28.0,0.0,0.0,0.0,185.0,19.0,1999.0,22.0,1.0,3.0,4.0,26.0,29092.0
,,1.0,1.0,2.0,5.0,7.0,0.0,2.0,7639.0,2.0,59.0,0.0,0.0,1.0,117.0,28.0,2021.0,0.0,0.0,6.0,0.0,24.0,5087.0
,,1.0,1.0,2.0,5.0,7.0,0.0,3.0,4757.0,1.0,67.0,1.0,0.0,1.0,248.0,30.0,2007.0,20.0,0.0,5.0,6.0,14.0,28109.0
,,1.0,2.0,4.0,3.0,8.0,0.0,3.0,3151.0,2.0,62.0,0.0,0.0,0.0,73.0,22.0,1998.0,23.0,0.0,4.0,4.0,19.0,27062.0
,,1.0,2.0,3.0,2.0,8.0,1.0,2.0,4809.0,1.0,17.0,0.0,0.0,1.0,195.0,26.0,,4.0,1.0,2.0,1.0,12.0,5124.0
,,1.0,2.0,3.0,2.0,8.0,0.0,4.0,4063.0,2.0,45.0,0.0,0.0,1.0,84.0,22.0,2021.0,4.0,0.0,3.0,1.0,32.0,5146.0
,,1.0,2.0,2.0,4.0,1.0,0.0,4.0,3886.0,2.0,44.0,0.0,0.0,0.0,232.0,18.0,,23.0,0.0,3.0,3.0,26.0,27151.0
,,1.0,1.0,2.0,6.0,2.0,0.0,4.0,7050.0,1.0,22.0,0.0,0.0,1.0,258.0,36.0,,9.0,0.0,5.0,1.0,29.0,12128.0
,,1.0,2.0,2.0,4.0,5.0,0.0,5.0,2606.0,1.0,41.0,1.0,0.0,1.0,80.0,30.0,1997.0,25.0,0.0,1.0,4.0,26.0,31118.0
,,2.0,2.0,4.0,4.0,7.0,0.0,4.0,5022.0,1.0,29.0,0.0,0.0,1.0,231.0,27.0,1998.0,33.0,0.0,3.0,5.0,11.0,41062.0
,,1.0,2.0,4.0,2.0,5.0,0.0,3.0,5655.0,2.0,69.0,0.0,0.0,0.0,114.0,21.0,2001.0,24.0,0.0,3.0,6.0,12.0,28139.0
,,1.0,2.0,4.0,2.0,0.0,3.0,3.0,4821.0,2.0,62.0,0.0,0.0,1.0,126.0,28.0,,23.0,0.0,4.0,6.0,12.0,27058.0
,,1.0,2.0,4.0,4.0,0.0,1.0,5.0,4440.0,2.0,49.0,0.0,0.0,1.0,89.0,30.0,,30.0,0.0,5.0,4.0,26.0,39090.0
,,1.0,1.0,4.0,6.0,0.0,0.0,5.0,5179.0,2.0,29.0,0.0,0.0,0.0,167.0,24.0,,6.0,0.0,5.0,2.0,23.0,8121.0
,,2.0,1.0,2.0,6.0,1.0,1.0,2.0,5723.0,2.0,48.0,0.0,0.0,1.0,75.0,24.0,,12.0,0.0,4.0,3.0,23.0,14082.0
,,1.0,2.0,1.0,4.0,3.0,5.0,7.0,3516.0,2.0,52.0,0.0,0.0,1.0,196.0,21.0,,16.0,0.0,5.0,2.0,26.0,20074.0
,,1.0,1.0,3.0,5.0,3.0,2.0,1.0,6931.0,2.0,31.0,0.0,0.0,0.0,271.0,18.0,,4.0,1.0,5.0,1.0,14.0,6128.0
,,1.0,1.0,4.0,5.0,3.0,2.0,2.0,4850.0,1.0,39.0,0.0,0.0,0.0,106.0,32.0,,20.0,0.0,4.0,6.0,25.0,23080.0
,,1.0,3.0,4.0,1.0,0.0,0.0,4.0,5165.0,1.0,50.0,0.0,0.0,1.0,171.0,26.0,,19.0,0.0,1.0,6.0,3.0,25086.0
,,2.0,3.0,4.0,1.0,7.0,0.0,4.0,5300.0,2.0,65.0,0.0,0.0,0.0,153.0,21.0,2011.0,15.0,1.0,2.0,6.0,3.0,22142.0
,,1.0,3.0,3.0,1.0,8.0,1.0,2.0,6536.0,2.0,43.0,0.0,0.0,1.0,152.0,32.0,,23.0,1.0,1.0,3.0,16.0,30118.0
,,1.0,1.0,4.0,5.0,5.0,0.0,3.0,5159.0,2.0,69.0,0.0,0.0,1.0,56.0,26.0,2004.0,24.0,1.0,2.0,4.0,14.0,34138.0
,,1.0,1.0,2.0,6.0,3.0,0.0,3.0,7451.0,2.0,27.0,0.0,0.0,1.0,130.0,32.0,2012.0,13.0,1.0,5.0,4.0,23.0,16063.0
,,1.0,1.0,2.0,5.0,4.0,0.0,2.0,5313.0,1.0,19.0,0.0,0.0,1.0,135.0,33.0,2007.0,30.0,1.0,2.0,5.0,17.0,40060.0
,,1.0,1.0,3.0,5.0,8.0,0.0,2.0,4255.0,1.0,39.0,0.0,0.0,1.0,60.0,24.0,,12.0,0.0,4.0,6.0,10.0,14117.0
,,1.0,2.0,3.0,2.0,8.0,0.0,2.0,5003.0,1.0,23.0,0.0,0.0,0.0,139.0,25.0,1996.0,27.0,0.0,3.0,4.0,32.0,31126.0
,,1.0,2.0,1.0,4.0,0.0,0.0,7.0,3843.0,2.0,24.0,0.0,0.0,1.0,190.0,,,25.0,0.0,1.0,3.0,26.0,31096.0
,,1.0,1.0,4.0,6.0,8.0,0.0,6.0,4365.0,1.0,25.0,0.0,0.0,1.0,218.0,,2017.0,19.0,0.0,1.0,5.0,23.0,27090.0
,,1.0,1.0,2.0,6.0,3.0,3.0,2.0,4122.0,1.0,21.0,0.0,1.0,1.0,233.0,,2017.0,11.0,1.0,5.0,5.0,23.0,15073.0
,,1.0,3.0,2.0,1.0,2.0,0.0,3.0,3755.0,1.0,24.0,1.0,0.0,1.0,80.0,29.0,,18.0,0.0,4.0,4.0,3.0,22068.0
